"OPTY_ID","DRVD_BU_MKT_SEG_NM","DRVD_SVP_REGN_NM","OPTY_BAND","WON_AMT","OPTY_NM","OPTY_TYP","OPTY_SRC_NM","LEAD_TYP","OPTY_AGE","WON_FLG","INDUSTRY_NM","EMP_BAND","SPRT_LVL_NM"
"0060M000013xy9LQAQ","ENTR","AMER","1K-5K",0,"The Children's Hospital of Philad-ADM-211-Apr 30, 2018-New York Unit-Tara McCartney","Public","N/A","Other",112,"N","Healthcare & Life Sciences","1000-5000","Premier"
"0060M000014kawrQAA","CMRCL","APAC","10K-100K",0,"Virinchi Technologies Limited- Vcard CRM","New Business","BDR","Other",0,"N","High Tech","200-1000","Basic"
"0060M000014xcIaQAI","Other","Other","<1K",0,"Parsons - Chapi","New Business","AE","Other",0,"N","Other","<50","Basic"
"0060M000013xxr7QAA","ESMB","AMER","<1K",0,"Enxoo-ISVEdition Renewals Off Cycle Forecasting (NO ACV)","Add-On Business","AE","Other",112,"N","High Tech","<50","Basic"
"0060M000014niBLQAY","ESMB","AMER","10K-100K",0,"MC-NB-OCO Globa-Email Pro","New Business","SDR","Chat",0,"N","Professional Services","<50","Basic"
"0060M000014ni11QAA","CMRCL","LACA","5K-10K",0,"Fundação SOS Mata Atlântica- (+20) 20 Pardot [PRM]","Add-On Business","SDR","Partner Sourced",108,"N","Other","50-200","Basic"
"0060M000014ke7aQAA","ESMB","JP",">500K",0,"[SC2SvC]MAY'S CORPORATION SvC EE+5","Add-On Business","AE","Other",108,"N","Engineering, Construction, & Real Estate","<50","Basic"
"0060M000014ni7xQAA","ENTR","AMER","1K-5K",0,"Baltimore Child Abuse Center- 10 EE Donation + PSA","New Business","SDR","Inbound Call",108,"N","Healthcare & Life Sciences","<50","Basic"
"0063000000zhrJVAAY","ENTR","AMER","5K-10K",0,"Christus Health (+4 EE) 14 EE","Add-On Business","ECS","Other",1352,"N","Healthcare & Life Sciences",">5000","Premier"
"0063000000ywhLKAAY","Other","Other","5K-10K",0,"Aria Systems - FY15 Tour - Munich","Billable - City Tours","N/A","Other",1519,"N","High Tech","<50","Basic"
"00630000012UCnQAAW","US PS","AMER","<1K",0,"Nebraska Department of Economic Development Renewal 70 SFA, 1 Partner, 72 Support Renewal Price Increase","Price Increase","N/A","Other",948,"N","Public Sector","50-200","Basic"
"0063000001029iGAAQ","ESMB","LACA","1K-5K",0,"Teltec Solutions- (+5) 5 GE","New Business","SDR","Demo Center Registration",1301,"N","High Tech","50-200","Basic"
"0060M0000143JxJQAU","ENTR","EMEA","10K-100K",0,"Novo Nordisk A/S - 2000 Customer Community 2nd wave","Add-On Business","BDR","Other",0,"N","Healthcare & Life Sciences",">5000","Premier"
"0060M000011lAMYQA2","CMRCL","JP",">500K",0,"Caster, Inc.-UE+1(1),FEA+10(10)","New Business","AE","Other",0,"N","Professional Services","50-200","Basic"
"0063000000et2vnAAA","CMRCL","JP","100K-500K",0,"Hiromori Inc.-PE+4(4)","New Business","SDR","Demo Center Registration",2862,"N","Engineering, Construction, & Real Estate","50-200","Basic"
"0063000000f8hXNAAY","ESMB","AMER","1K-5K",0,"Capital Allocation Partners (+2) 2 PE Upgrade","Upgrade","AE","Other",2856,"N","Financial Services","<50","Basic"
"0063000000fSd2qAAC","CMRCL","JP","100K-500K",0,"Technological Development of Information-processing- Certified Consultants Training Course (2010/10/27)-Yamasaki Masahir","Public JPN-502 Certified Consultant","N/A","JapanWorkshop",2844,"N","High Tech","200-1000","Basic"
"0063000000pnF4JAAU","CMRCL","APAC","100K-500K",0,"BOQ Banking - Portals","Add-On Business","AE","Other",2290,"N","Financial Services","1000-5000","Basic"
"0060M000013tseDQAQ","Other","AMER","<1K",0,"Farmers Insurance (+3) 13 SIQ Growth #CSPASS","Add-On Business","AE","Other",730,"N","Financial Services","<50","Basic"
"0060M000011luAUQAY","ENTR","APAC","<1K",0,"Telstra Corporation LTD Renewal 1 Services","Renewal","N/A","Other",730,"N","Communications & Media",">5000","Premier Priority"
"0060M0000153XHiQAM","ESMB","AMER","1K-5K",0,"AESI (Acumen Engineered Solutions International Inc.)- (+10) 10 PE + 10 Inbox","New Business","SDR","Test Drive",0,"N","Professional Services","<50","Premier"
"0060M000013uOzhQAE","ESMB","AMER","1K-5K",0,"Carre Technologies-(+2) 2 EE/HC","New Business","SDR","Online Content Registration",0,"N","Healthcare & Life Sciences","<50","Basic"
"0063000000nh6wYAAQ","ENTR","LACA","<1K",0,"Cemex - Webstore","New Business","AE","Other",0,"N","Professional Services","200-1000","Basic"
"0063000000pjuHYAAY","ESMB","EMEA","<1K",0,"HPA Highly Professional Advisors - Webstore","New Business","AE","Other",2361,"N","Professional Services","<50","Basic"
"0063000000wJG9zAAG","CMRCL","AMER","5K-10K",0,"CU Direct Connect (+5-7) 5-7 EE","New Business","SDR","Demo Center Registration",1891,"N","Financial Services","50-200","Basic"
"0063000000wLdYyAAK","CMRCL","APAC","10K-100K",0,"Platform Site.com for Community Portal (edu pricing)","Add-On Business","AE","Other",1821,"N","Education","200-1000","Basic"
"0063000000wLAE2AAO","ENTR","AMER","100K-500K",0,"Analog Devices (+4000) 4400 Employee Community","Add-On Business","BDR","Other",1834,"N","High Tech",">5000","Basic"
"0060M000014yYAxQAM","ENTR","EMEA","<1K",0,"NP PARIBAS INVESTMENT PARTNERS (BNPP IP) � ERE ORG #PAEHeroku","New Business","Cloud Sales","Other",0,"N","Financial Services","200-1000","Premier"
"0060M000014yYAzQAM","ENTR","EMEA","<1K",0,"NATIXIS #PAEHeroku","New Business","Cloud Sales","Other",0,"N","Financial Services","1000-5000","Premier"
"0060M0000152ZugQAE","ESMB","AMER","10K-100K",0,"Communications Equity Associates - Pardot","Add-On Business","AE","Other",0,"N","Financial Services","<50","Basic"
"0060M000014yaxWQAQ","CMRCL","EMEA","<1K",0,"Kaufmännische Krankenkasse KKH - Placeholder","New Business","BDR","Other",0,"N","Healthcare & Life Sciences","1000-5000","Other"
"0063000000lhoTMAAY","Other","APAC","<1K",0,"college - Webstore","New Business","AE","Other",2557,"N","Manufacturing","<50","Basic"
"0063000000vVPuWAAW","Other","Other","<1K",0,"SumanaBh - Webstore","New Business","AE","Other",2010,"N","High Tech","50-200","Basic"
"0063000000lhnRkAAI","Other","APAC","<1K",0,"Dell - Webstore","New Business","AE","Other",2558,"N","Other","1000-5000","Basic"
"0063000000vVPTLAA4","Other","Other","<1K",0,"Infosys - Webstore","New Business","AE","Other",2010,"N","High Tech","1000-5000","Basic"
"0063000000lj2QyAAI","Other","APAC","<1K",0,"NONE - Webstore","New Business","AE","Other",2537,"N","Other","<50","Basic"
"00630000012Ox2rAAC","Other","AMER","<1K",0,"Edwards - Webstore","New Business","AE","Other",1016,"N","Other","1000-5000","Basic"
"00630000012qnfdAAA","Other","Other","<1K",0,"persistent systems ltd - Webstore","New Business","AE","Other",1029,"N","High Tech","1000-5000","Basic"
"00630000012qoEdAAI","Other","Other","<1K",0,"aryaans - Webstore","New Business","AE","Other",1029,"N","Other","50-200","Basic"
"00630000012X3qOAAS","CMRCL","Other","<1K",0,"Silk Road Brokerage - Webstore","New Business","AE","Other",1028,"N","Other","<50","Basic"
"00630000012OoSTAA0","Other","Other","<1K",0,"MultiEmplois - Webstore","New Business","AE","Other",1028,"N","Other","<50","Basic"
"0063000000ZgrW4AAJ","Other","EMEA","<1K",0,"Van Gansewinkel Groep - Webstore","New Business","AE","Other",3063,"N","Agriculture & Mining","1000-5000","Basic"
"00630000010hSQNAA2","CMRCL","Other","<1K",0,"GEViCAM - Webstore","New Business","AE","Other",1182,"N","High Tech","<50","Basic"
"00630000010hSR6AAM","Other","Other","<1K",0,"John Hancock - Webstore","New Business","AE","Other",1182,"N","Financial Services","1000-5000","Basic"
"00630000010hSSOAA2","Other","Other","<1K",0,"Shura Invest, LLC - Webstore","New Business","AE","Other",1182,"N","Other","<50","Basic"
"00630000010hSSTAA2","Other","Other","<1K",0,"johnson & johnson - Webstore","New Business","AE","Other",1182,"N","Other","1000-5000","Basic"
"00630000010hSTCAA2","Other","Other","<1K",0,"compae - Webstore","New Business","AE","Other",1182,"N","Other","<50","Basic"
"00630000010hSTMAA2","Other","Other","<1K",0,"Veterans Affairs San Diego - Webstore","New Business","AE","Other",1182,"N","Other","<50","Basic"
"00630000010mjsiAAA","Other","Other","<1K",0,"ソニー生命保険株式会社 - Webstore","New Business","AE","Other",1182,"N","Other",">5000","Basic"
"00630000010OG2kAAG","Other","Other","<1K",0,"LivePersonTesting - Webstore","New Business","AE","Other",1182,"N","Other","<50","Basic"
"00630000010mjt7AAA","Other","AMER","<1K",0,"AW Computing - Webstore","New Business","AE","Other",1182,"N","Other","<50","Basic"
"00630000010OG3lAAG","Other","Other","<1K",0,"Kimun8ty Technologies - Webstore","New Business","AE","Other",1182,"N","Other","<50","Basic"
"00630000010OG3qAAG","Other","AMER","<1K",0,"AWコンピュータ - Webstore","New Business","AE","Other",1182,"N","Other","<50","Basic"
"00630000012XFOJAA4","CMRCL","Other","<1K",0,"Salesforce - Webstore","New Business","AE","Other",1016,"N","Other","<50","Basic"
"00630000012XFj8AAG","CMRCL","Other","<1K",0,"Michelin - Webstore","New Business","AE","Other",1015,"N","Engineering, Construction, & Real Estate","<50","Basic"
"00630000012yHboAAE","Other","Other","<1K",0,"Scotia asset management demo - Webstore","New Business","AE","Other",1015,"N","Other","1000-5000","Basic"
"00630000012yHcSAAU","Other","Other","<1K",0,"HollisWealth (Bart Chatterson) - Webstore","New Business","AE","Other",1015,"N","Other","<50","Basic"
"00630000012yHdBAAU","Other","AMER","<1K",0,"Gainsight - Webstore","New Business","AE","Other",1015,"N","Other","200-1000","Basic"
"00630000012yHdaAAE","Other","Other","<1K",0,"Lethbridge Family Services - Webstore","New Business","AE","Other",1015,"N","Other","200-1000","Basic"
"00630000012Oz9TAAS","CMRCL","Other","<1K",0,"NA - Webstore","New Business","AE","Other",1015,"N","Other","<50","Basic"
"00630000012Oz9xAAC","Other","AMER","<1K",0,"ServiceSource - Webstore","New Business","AE","Other",1015,"N","Other","<50","Basic"
"00630000012OzJOAA0","Other","Other","<1K",0,"TTSCS - Webstore","New Business","AE","Other",1014,"N","Other","50-200","Basic"
"00630000012XH63AAG","Other","Other","<1K",0,"casus telefon - Webstore","New Business","AE","Other",1014,"N","Other","<50","Basic"
"00630000012XH6NAAW","CMRCL","Other","<1K",0,"RF Associates - Webstore","New Business","AE","Other",1014,"N","Other","<50","Basic"
"00630000012XH8nAAG","Other","Other","<1K",0,"the ohio state university - Webstore","New Business","AE","Other",1014,"N","Other","<50","Basic"
"00630000012XHRVAA4","CMRCL","Other","<1K",0,"hirschberg.org - Webstore","New Business","AE","Other",1014,"N","Other","<50","Basic"
"00630000012XHSOAA4","CMRCL","AMER","<1K",0,"cisco systems - Webstore","New Business","AE","Other",1014,"N","Other","1000-5000","Basic"
"00630000012XI0SAAW","Other","AMER","<1K",0,"AW Computing - Webstore","New Business","AE","Other",1012,"N","Other","50-200","Basic"
"00630000012xN0RAAU","Other","Other","<1K",0,"wipro technologies - Webstore","New Business","AE","Other",1023,"N","High Tech","1000-5000","Basic"
"00630000012xN8fAAE","Other","Other","<1K",0,"KPES-Consulting - MRINetwork - Webstore","New Business","AE","Other",1023,"N","Other","<50","Basic"
"0060M000015X8qGQAS","ENTR","AMER","<1K",0,"Amerita, Inc.* - Increase API Limit","Add-On Business","AE","Other",0,"N","Healthcare & Life Sciences","200-1000","Premier"
"0063000000ziCInAAM","Other","Other","<1K",0,"公益財団法人　国際研修協力機構 - Webstore","New Business","AE","Other",1345,"N","Other","200-1000","Basic"
"0063000000zwwVMAAY","Other","AMER","<1K",0,"AW Computing - Webstore","New Business","AE","Other",1345,"N","Other","<50","Basic"
"0063000000ziShEAAU","Other","AMER","<1K",0,"ルミーズ株式会社 - Webstore","New Business","AE","Other",1337,"N","Other","<50","Basic"
"0063000000ziI5bAAE","Other","AMER","<1K",0,"AW Computing - Webstore","New Business","AE","Other",1341,"N","Other","<50","Basic"
"0063000000zwRUwAAM","Other","Other","<1K",0,"Salesforce - Webstore","New Business","AE","Other",1347,"N","Other",">5000","Basic"
"0060M000015OCU1QAO","CMRCL","AMER","10K-100K",0,"Matt Lemon (individual eval)-(+1) Heroku + einstein analytics + PE","New Business","SDR","Demo Center Registration",0,"N","High Tech","<50","Basic"
"0060M000015OCHgQAO","ESMB","AMER","1K-5K",0,"KLH Capital - Data Storage (+ )","Add-On Business","AE","Other",0,"N","Financial Services","<50","Basic"
"0060M000015OFg0QAG","CMRCL","EMEA","10K-100K",0,"GVA Grimley CPQ","New Business","BDR","Other",0,"N","Engineering, Construction, & Real Estate","1000-5000","Premier"
"0060M000015SWpsQAG","CMRCL","AMER","<1K",0,"Deep Target - (+1) 4 PE","Add-On Business","AE","Other",0,"N","Communications & Media","<50","Basic"
"0060M000015ZSk9QAG","ESMB","APAC","1K-5K",0,"Wei Mo Design Interativo LDA.-(+5)5PE","New Business","SDR","Demo Center Registration",0,"N","Professional Services","<50","Basic"
"0063000000zOGOTAA4","Other","AMER","<1K",0,"UCMR-RMCSSZ - Webstore","New Business","AE","Other",1258,"N","Other","<50","Basic"
"0063000000zOGQwAAO","Other","Other","1K-5K",0,"Tecmark Limited - Webstore","New Business","AE","Other",1258,"N","Other","<50","Basic"
"0063000000zOIKkAAO","Other","Other","<1K",0,"vSplash Tech Labs - Webstore","New Business","AE","Other",1255,"N","Other","200-1000","Basic"
"0063000000zkTa1AAE","Other","Other","<1K",0,"Revive Entrenamiento Médico Integral - Webstore","New Business","AE","Other",1256,"N","Other","<50","Basic"
"0063000000zkTbdAAE","CMRCL","Other","<1K",0,"mysoft - Webstore","New Business","AE","Other",1256,"N","Other","200-1000","Basic"
"00630000012WrF9AAK","CMRCL","Other","<1K",0,"Busivid - Webstore","New Business","AE","Other",1039,"N","Other","<50","Basic"
"00630000012WrFJAA0","Other","LACA","10K-100K",0,"(+26)26EE Brafer","New Business","AE","Other",1039,"N","Manufacturing","1000-5000","Basic"
"00630000012WxHDAA0","Other","Other","<1K",0,"papaya - Webstore","New Business","AE","Other",1033,"N","Other","<50","Basic"
"00630000012WxLFAA0","CMRCL","Other","<1K",0,"深圳市艾伊迪照明科技 - Webstore","New Business","AE","Other",1033,"N","Other","<50","Basic"
"00630000012WxMrAAK","CMRCL","Other","<1K",0,"フロイデ - Webstore","New Business","AE","Other",1033,"N","Other","<50","Basic"
"00630000012OWZqAAO","CMRCL","Other","<1K",0,"ecoportal - Webstore","New Business","AE","Other",1040,"N","Other","<50","Basic"
"00630000012OWciAAG","CMRCL","Other","<1K",0,"Freeman's Merchant Solutions - Webstore","New Business","AE","Other",1040,"N","Other","<50","Basic"
"00630000012mRk4AAE","Other","Other","<1K",0,"New South Eastern Ltd - Webstore","New Business","AE","Other",1040,"N","Other","<50","Basic"
"00630000012mSRcAAM","CMRCL","Other","<1K",0,"Surmanti NZ Ltd - Webstore","New Business","AE","Other",1040,"N","Other","<50","Basic"
"00630000012WpyJAAS","Other","Other","<1K",0,"A.A.S.Technologies.com - Webstore","New Business","AE","Other",1040,"N","Retail & CG","<50","Basic"
"00630000012WpzHAAS","Other","AMER","<1K",0,"AW Computing - Webstore","New Business","AE","Other",1040,"N","Other","<50","Basic"
"0063000000zPCS9AAO","CMRCL","Other","<1K",0,"Evariant - Webstore","New Business","AE","Other",1207,"N","Other","<50","Basic"
"0063000000zPDpjAAG","Other","Other","<1K",0,"Alten italia - Webstore","New Business","AE","Other",1206,"N","Other","<50","Basic"
"0063000000zPElpAAG","Other","Other","<1K",0,"none - Webstore","New Business","AE","Other",1206,"N","Other","<50","Basic"
"0063000000zPEmYAAW","Other","AMER","<1K",0,"DubLi, Inc - Webstore","New Business","AE","Other",1206,"N","Other","<50","Basic"
"006300000103UTMAA2","Other","Other","<1K",0,"Gig Harbor Golf Club - Webstore","New Business","AE","Other",1208,"N","Other","<50","Basic"
"006300000103UU5AAM","Other","Other","<1K",0,"tech mahindra - Webstore","New Business","AE","Other",1208,"N","High Tech","<50","Basic"
"006300000103UUoAAM","Other","Other","<1K",0,"hcl tech - Webstore","New Business","AE","Other",1208,"N","Other","<50","Basic"
"0063000000zOqM8AAK","CMRCL","AMER","<1K",0,"BigKite Consulting (Partner Main) - Webstore","New Business","AE","Other",1226,"N","Other","<50","Basic"
"00630000012XA1LAAW","CMRCL","Other","<1K",0,"Hollandview Medical Centre - Webstore","New Business","AE","Other",1022,"N","Other","<50","Basic"
"00630000012CYQ5AAO","CMRCL","AMER","<1K",0,"YP - Webstore","New Business","AE","Other",1063,"N","Other","<50","Basic"
"0063000000yyIi0AAE","Other","Other","<1K",0,"Independent - Webstore","New Business","AE","Other",1452,"N","Professional Services","<50","Basic"
"0063000000xmKynAAE","Other","AMER","<1K",0,"Natural Breathing Training Company - Webstore","New Business","AE","Other",1584,"N","Other","<50","Basic"
"00630000012XKQvAAO","Other","Other","<1K",0,"Sigma Power Group - Webstore","New Business","AE","Other",1010,"N","Other","<50","Basic"
"0063000000jaJQDAA2","Other","APAC","1K-5K",0,"HP - Webstore","New Business","AE","Other",2711,"N","Other","<50","Basic"
"0063000000bCDq8AAG","Other","AMER","10K-100K",0,"Koch Filter Corporation-(+15) 15 PE","New Business","SDR","Demo Center Registration",3011,"N","Manufacturing","200-1000","Basic"
"0063000000vUxDaAAK","Other","Other","<1K",0,"Test - Webstore","New Business","AE","Other",2029,"N","Other","<50","Basic"
"0060M000015XeLCQA0","ENTR","APAC","10K-100K",0,"PH-Merchants PC-SvcCld and PC (+5)5UE","New Business","AE","Other",0,"N","Financial Services",">5000","Basic"
"0060M000015I4SUQA0","CMRCL","AMER","10K-100K",0,"iCIMS -  3 month Implementation Architect","Implementation Architect","BDR","Other",0,"N","High Tech","200-1000","Premier"
"0060M000015X56eQAC","CMRCL","AMER","10K-100K",0,"MC - Iatric - NB - Pardot #pdtblitzq4","New Business","BDR","Other",0,"N","High Tech","200-1000","Basic"
"0060M000015XrAKQA0","ESMB","AMER","<1K",0,"Hollywood Jacket (+3) 3 PE + ES + Live Agent + PSA","New Business","SDR","Chat",0,"N","Retail & CG","<50","Basic"
"0060M000015IQYpQAO","CMRCL","AMER","<1K",0,"Exponential IT - (+1) 1 PE","New Business","SDR","Sign-Up Form",0,"N","Professional Services","<50","Basic"
"0060M000015ZpRoQAK","CMRCL","AMER","1K-5K",0,"KALU Development LLC- (+3) 3 PE + Social Studio","New Business","SDR","Sign-Up Form",0,"N","Engineering, Construction, & Real Estate","<50","Basic"
"0060M000015SmffQAC","ENTR","AMER","10K-100K",0,"Shaklee - AS - Program Architect - 1 month","Program Architect","AE","Other",0,"N","Retail & CG","200-1000","Premier"
"0063000000x5lQwAAI","Other","Other","1K-5K",0,"Coolermaster - Webstore","New Business","AE","Other",1669,"N","Other","<50","Basic"
