"OPTY_ID_15","OPTY_NM","OPTY_TYP","OPTY_SRC_NM","OPTY_AGE","OPTY_BAND","LEAD_SRC_NM","WON_FLG","LEAD_SL_PRTNR_ROLE","PRTNR_REGN_NEW","PRTNR_TYP_DESC","PRIM_PROD_INT","INIT_PROD_INT","INDUSTRY_NM","EMP_BAND","ACCT_OWN_REGN_NM","ACCT_TYP","SEG_CD"
YYODIG8LVNTV1K,HL57ADV5BPCNDRBVTX9KV8B5Y6GBCB7A7Z782WFWPRRJCXA7VMWLWN9IAGRZJJAHS56OFN3S0RYGCNSM7PZ1ECU7B82Q4SHPHNLOSX,"Add-On Business","BDR",,"(01) <=$25K",,"Y","Joint Sales","APAC","Consulting Partner","Work.com",,"High Tech","201-500","APAC","Enterprise Customer","Large"
MX5J1WFGO1P0,E2VSVIKW40C4PT4VA096N08ZRY2NV51AN204V9F6F69FH9WKTXY012UNAZVO2KT6RK8U0XEAPSYIKMBZC71O3VR1HAHC,"New Business","AE",,"(05) $150K - $250K","Salesforce AE","N",,,,"Work.com",,"Healthcare & Life Sciences","10001+ ","AMER","Unlimited Customer","Medium"
6ME5A5EH7B36ZFC,YZT,"New Business","AE",,"(05) $150K - $250K","AE Generated - Create Account","N",,,,"Work.com",,"High Tech","5001-10000","AMER","Unlimited Customer","Top"
SQ2MSB549GXLMN,C,"New Business","EBR (Mktg Infl)",176,"(03) $50K - $100K","EBR Generated","N",,,,"Work.com","Work.com","High Tech","2501-5000","EMEA","Enterprise Customer","Large"
PSFOGTBA8C,9ATTAJAVJURC305OVDANBUFAYSJZFF8CRZG7D38IAQ2BWK36Z9J6BCSSHPFI2QA96FVIJ,"Add-On Business","AE",109,"(03) $50K - $100K","CFL","N",,,,"Work.com","Work.com","Retail & CG","10001+ ","EMEA",,"Medium"
R8X4CRQ1W3VR9F,3MS8XK56BWEE2ULT6C75F9EZ9OEY1LLZU8UOR827TXXBARZ92Q3V8XY10U47Q88VK9H189CXGX6YO4YBMOQLX37N6BNLL60CMQZ21PA578JOS7NT,"New Business","AE",12,"(03) $50K - $100K","RM","N",,,,"Work.com",,"Retail & CG","201-500","APAC","Enterprise Customer","Large"
Z2B3EJ8GO,LSS5,"Add-On Business","SDR",1526,"(01) <=$25K","Email Marketing - SFDC","N",,,,,"Work.com","Retail & CG","1-20","AMER",,"Very Small"
3IKLZ,MTAN4CLWHLR29OUA58F2BH667VJPHSM38QWFB8IFH063ZB3H9QDJBEIZZRMVL4VGBUFZ7M2YZL336WDABTEFHASZSKS,"Add-On Business","AE",685,"(01) <=$25K","CFL","N",,,,"Work.com","Work.com","Financial Services","10001+ ","AMER","Unlimited Customer","Top"
Y,5IS4OFLFO9LXX9DOXQ7FEOIZDOPQCD1F37W1M99ZZBCBQD48SLJPPU0WAXJFKTIOSBUCTK0TYMMWML16WL9SWUDTOP,"New Business","AE",,"(04) $100K - $150K","Salesforce AE","N","Joint Sales","AMER",,"Work.com",,"Retail & CG","10001+ ","AMER",,"Medium"
5,A1BPZ1INDFM860GSBGY9LIIM,"Add-On Business","ECS",,"(05) $150K - $250K",,"N","No Partner","AMER","ISV Partner","Work.com",,"Financial Services","10001+ ","AMER","Unlimited Customer","Medium"
XRVZRONV,B02U4V7LJTSE7RXIFXFIIBZHXGFWVHT55DXZRKROBCO7YFP31KXN5HTQ8EG5NBABKSMF2D92NEIXD8K5HS4JFZVN,"Add-On Business","AE",43,"(01) <=$25K","CFL","N",,,,"Work.com","Work.com","Healthcare & Life Sciences","46-200","APAC","Enterprise Customer","Small"
JZ,MP6SC91W4VN9WJU5RW8VWF4J3XZ7QDWCATVX4EQHDTALREGDLN73XF5LZSVYAIZFV7YORNE5F7DL76W9CRNMKHK8J3WZR1WFXK6HRLDMCXOUOTIECP7O2CJA,"New Business","AE",189,"(02) $25K - $50K","EBR Generated","N",,,,"Work.com",,"Financial Services","2501-5000","AMER","Unlimited Customer","Top"
GDZU,0NMPHN6CMEUEWPAMX1YCALEB38WNY4D8Q9SQY4HE9OETSHUVGBAO0OMJPMGT2IQJNBKS213NUER1K2GD9A3POTTV2K8CXUCRGS7,"New Business","AE (Mktg Infl)",475,"(01) <=$25K","CFL","N",,,,"Work.com","Work.com","Healthcare & Life Sciences","10001+ ","AMER","Unlimited Customer","Medium"
BVNFO9,U0JQOJEJ4RZST82DCR6QQE3AQZMLC101E2Y9D9PKGC7XMDEKK275A6NYUKIEP9ZHPTF998HLKKL3WF4WFZJEO0Z80,"Add-On Business","ECS",,"(04) $100K - $150K","Salesforce AE","Y","No Partner","AMER","ISV Partner","Work.com",,"Healthcare & Life Sciences","201-500","AMER",,"Large"
HOU5D13Z6DWJ30N,42H03Z046P5THSCZSOS91BSFRZPE6UHIBU7V21P16I65BLOI4KK,"Add-On Business","AE",306,"(01) <=$25K","Other","N",,,,"Work.com","Work.com","Education","1501-2500","AMER","Unlimited Customer","Large"
NBGMPQLAOM,9GOAUVU42ZF,"New Business","SDR",,"(01) <=$25K","Organic Search","N",,,,"Work.com","Sales","Healthcare & Life Sciences","1-20","AMER",,
Q8,LH5T6S6L8HEP46,"Courtesy","ECS",209,"(01) <=$25K","Sales Generated","N",,,,"Work.com","Work.com","High Tech","46-200","APAC","Unlimited Customer","Very Small"
UVVQ0BIBJM,ZUKVIA476UQMXPCNKKQ6G6DOR5ZQOGWAKHQACWJUB6,"New Business","AE",309,"(11) >$10M+","CFL","N",,,,"Work.com",,"Financial Services","1501-2500","AMER","Enterprise Customer","Large"
EKV,FQ2SLN814629F87DW7PL8LF,"New Business","SDR",59,"(11) >$10M+","ISV - VAR","N","Sourced Lead","LACA","Consulting Partner;VAR","Platform (Force.com)","Work.com","Financial Services","501-1000","AMER",,"N/A"
IV68H,ZKBUETOW1XI0TLCYAXA8EX89PRXRMJOKXQT23GVMN0MPM19LEG6MVG9402VNC8KDICDAIBDPSDC1ODK8GYDN8D1AQ4J7VK8HI0PVNMAUAZ3LIBZM81RNI,"New Business","AE",,"(05) $150K - $250K","Salesforce AE","N",,,,"Work.com",,"Public Sector","1-20","AMER",,
SHQATDD6M71CL,HXYXK0FBG2123CU4JVUQSTTB6BC6TQQPC1OEWSLRZOMV2ZR2NZE34GWY2Q9WHY4H0HAKMHTSR9CW88XOBSUTRX6JVRR4JF4K5,"Add-On Business","BDR",,"(05) $150K - $250K","Salesforce AE","N",,,,"Work.com",,"Communications & Media","1-20","AMER","Enterprise Customer","Very Small"
RNHPE5B0518,C5SZJGU9PZ7F7Q6S6MVDA8OEKZZ7TJGT53VTQ6X3WQFYGXV93WMV81VFM729U6K2TWSIZ49UTZSE9J5GIRWSKA8Y3JP16MKI318GBCC5,,"Alliances",0,"(11) >$10M+","Partner Referral","N","Sourced Lead","AMER","Consulting Partner",,"Work.com","Manufacturing","10001+ ","AMER",,"Small"
61FI64R,QS6FBUCQWUVJCB5X05VJICHZRN9FDQLZFQYWMWLLRS9S2H4KPBLW6H85ZJNMO0UPNORVUEZ61SNXK81V20F99IJ,"New Business","EBR (Mktg Infl)",217,"(02) $25K - $50K","Salesforce AE","N","Joint Sales","EMEA","Consulting Partner;ISV Partner","Work.com","Work.com","Engineering, Construction, & Real Estate","501-1000","EMEA",,"N/A"
K1PTT5V8AQCQ,YVHCSZT4NRS7ARIVQO55XTZLH4KY1X9MVUI3JU8XNIPSBFRHJXI7S51JKCYGHVLSE7B2J0Y3N33UIWO9I9UY3K2J7YA6XUIZHQ8ZFM9IGFP5SKTT5Z6GV,"New Business","AE",77,"(11) >$10M+","CFL","N",,,,"Work.com","Work.com","High Tech","46-200","APAC",,"Very Small"
AE5S3HXTFNSIW,X9VGRBTPUJF1HCGATR95,"Add-On Business","AE",113,"(01) <=$25K","CFL","N",,,,"Work.com","Work.com","Financial Services","10001+ ","AMER","Unlimited Customer","Very Small"
W2,XDBEZGH,"New Business","BDR",7,"(06) $250K - $500K","AE Generated - Create Account","N",,,,"Work.com","Work.com","Financial Services","1001-1500","EMEA",,"Flagship"
6QZ1EMDVXKM,13VA00RZWHUZNI9P15VRLQOL35JP6TGI5MCZ5LFA32FQGOQBDH7CO1O1E7Y0WUU1JWRP5N0ELU9BIUE4UJK8PF,"Add-On Business","AE",,"(01) <=$25K",,"N",,,,"Work.com",,"Financial Services","46-200","AMER","Enterprise Customer","Small"
RR839,26NB09VDJYIFZKCI9JEVRSALQMLXQNI8MNW4IYV4RXKHL52L75F0CF09MGB6BDAR28QDY9AQ0C5KKS9FQZ3XIHXU1Y4JTK7O3TJ74GOBY73,"New Business","AE",,"(05) $150K - $250K","CSG - Reboot","N","Joint Sales","AMER","Consulting Partner","Work.com",,"High Tech","10001+ ","AMER","Unlimited Customer","Top"
UN1ZZ4JT9B6UYZ,BJDSYWVW9JT6MXS5KGRCTETXGFTQFJR9KVJHTLK7UDY2WYRH3A6NP3RL3F3BE6F17D6U7JI3PJ6TG4BNJ94ZIIBMNI4,"New Business","BDR",,"(06) $250K - $500K",,"N","Joint Sales","AMER","Consulting Partner;GSI;CRM Reseller;ISVforce;GPA","Work.com",,"Communications & Media","10001+ ","AMER",,"Top"
XUC,HWMXYNPGQGT27YRWPSS5IWYQRQ4K80DKZ046615EMVQ6KAM8BSQSCE86MSPKBI3REUGTFKQPL,"Add-On Business","ECS",,"(11) >$10M+","Salesforce AE","N",,,,"Work.com","Work.com","Manufacturing","10001+ ","AMER","Unlimited Customer","Medium"
I64TOL44BV76T3Z,AUH4SE1N1KJL6,"Add-On Business","BDR",,"(03) $50K - $100K",,"N","Joint Sales","AMER","Consulting Partner","Work.com",,"Engineering, Construction, & Real Estate","46-200","EMEA","Enterprise Customer","Top"
V8HZ6G5EV,PMEZQ1WJT0F0UO9FZ7OQNOH0L21NPT77BIE9VYFUBAVCK3HO,"Add-On Business","AE",,"(01) <=$25K","Salesforce AE","N","No Partner","AMER","ISV Partner","Work.com",,"High Tech","46-200","EMEA","Enterprise Customer","Large"
5FF68W16TPQ,WRBT874LF27YCI9ZUO7FL,"Add-On Business","ECS",,"(02) $25K - $50K",,"N","No Partner","AMER",,"Work.com",,"Manufacturing","10001+ ","AMER","Performance Edition","Top"
8XL,OU73V7W4ZVIRN0JQDMS5MSQ34XBRHFK0B3C5KA0IKAUOF1HL1GGDQC9HMUU,"New Business","BDR",,"(04) $100K - $150K",,"N","No Partner","AMER",,"Work.com",,"Travel, Transportation, & Hospitality","5001-10000","AMER",,"Very Small"
MQNN48E,DZTYIO6XO5C9B0YPRRNYS9E4VV48815INBCIKMZ979KXJG8P4SH6TEEQ3GEBX7DRH0NQTTHMN4BWI5GK899NCF47XGJ012TVGC2KS6WF14KDWIQ,"New Business","AE",,"(05) $150K - $250K","AE Generated - Create Account","N",,,,"Work.com",,"Manufacturing","2501-5000","AMER","Enterprise Customer","Large"
JZMF8T6C5WIJTC,EO1N1ZZRXM4H,"New Business","AE",,"(01) <=$25K",,"N",,,,"Work.com",,"Retail & CG","46-200","AMER",,"Very Small"
HST,X6B5T36NMOU2WYIDBC4HTI1LA2WXR38OC70J64EZMVCEBNBXEHA3I2,"New Business","AE",211,"(01) <=$25K","Sales Generated","N",,,,"Work.com","Work.com","Healthcare & Life Sciences","10001+ ","AMER","Unlimited Customer","Top"
J8AVD2UYUQVMT,K4MV1PSR67DYQO36JNXNIB6L4DNIKI5F9W7K3HH8RRH8ALBQ39PFC4PJ3JH1HI3XGYVP0VN2GRSUK0RFG734CBOOZN46BI4R7FWIO6WB4NPZ83OGA,"New Business","AE",,"(06) $250K - $500K","Salesforce AE","N",,,,"Work.com",,"Healthcare & Life Sciences","10001+ ","AMER","Unlimited Customer","Flagship"
CSFVQ0Q47Y,K8RLFDLNZVJAJSGNGUDVQFUSBJIF13OADUHAVQ94SU80WP,"Add-On Business","AE",,"(01) <=$25K",,"N",,,,"Work.com",,"Agriculture & Mining","10001+ ","AMER","Unlimited Customer","Flagship"
A2AE1CZ,3GL2EHIH1EBEUC7BEBW1BV58GWS305XNBMNEEN1KHJ0M4UM00YIKUF3U90NSDN1QZW4KI53KD2Q8DTV3A5WMEDWZ9PL4NRQ02T2T1F5SNE,"New Business","AE",,"(01) <=$25K",,"N",,,,"Work.com",,"Retail & CG","501-1000","AMER",,"N/A"
V96OYILWZKEWZ89,NF9LL3V6AYXV4SP61IMYCQQHDS4I1CZ1H60T69414JV72XDB3PO9RWZQLEJMRG,"New Business","AE (Mktg Infl)",69,"(05) $150K - $250K","CFL","N",,,,"Work.com","Work.com","Healthcare & Life Sciences","10001+ ","AMER","Unlimited Customer","Medium"
CYO297FLP5,8PYN79F4H65CHYCPBB37CEHU41BQ8ES5TLJ07H8SX98XQC3SPLZXFYHS,"New Business","AE",,"(03) $50K - $100K","Salesforce AE","N",,,,"Work.com",,"Healthcare & Life Sciences","46-200","AMER",,"Medium"
W6F1BC9,JTGBQA9UXKTMK812FLUKP8HSLF6TS5FGSP0,"Add-On Business","AE",1,"(01) <=$25K","RM","N",,,,"Work.com","Work.com","Retail & CG","10001+ ","AMER",,"Top"
FT8PJR4CD,PSZFFOW8JT6VXDCBQJQB1W63HRY43TAT6T4L3DV1GNLFQV9BPWZTZXYUEQEHEDLSNKSGV63LNFDRWXPVGDWQGJFDGGBCJ73H,"Add-On Business","BDR",273,"(01) <=$25K","EBR Generated","N",,,,"Work.com",,"High Tech","5001-10000","AMER","Unlimited Customer","Mega"
864NRWC3MFQZ,3FEFLDB7KC97CJJRL7HSA2NGM2QD6MC16J33PSTFKA0XDVQIMIB5ZF0EJ7ETUQMZJ3HQ8W,"New Business","BDR",246,"(03) $50K - $100K","AE Generated - Create Account","N","Joint Sales","AMER","Consulting Partner","Work.com",,"Travel, Transportation, & Hospitality","10001+ ","AMER","Unlimited Customer","Mega"
4LMNRWJQPCA,EKGX,"Add-On Business","BDR",,"(06) $250K - $500K",,"N",,,,"Work.com",,"Healthcare & Life Sciences","5001-10000","AMER","Enterprise Customer","Medium"
CYCO6JIO6,A9T3FVCJRIKARN9CMVKOGUEO2HU1P50ZBX500DJU9ZCWTMRCZJ6ZHKO6F,"Add-On Business","BDR",1128,"(11) >$10M+","EBR Generated","N",,,,"Work.com",,"Financial Services","1501-2500","EMEA",,"Very Small"
092UL43F,CG4XEKOA1P7YV9EF1XJEA1LUC98,"Add-On Business","AE",36,"(11) >$10M+","CFL","N",,,,"Work.com","Work.com","High Tech","10001+ ","AMER","Unlimited Customer","Top"
YB67SXN161TU,DWA3A5ZLLWA0P1EHTGVH9SXWABFFSVB7K7MNB58DPUICV7JNVB7J5,"Add-On Business","AE",,"(04) $100K - $150K",,"N","Joint Sales","AMER","Consulting Partner","Work.com",,"Manufacturing","1001-1500","AMER","Performance Edition","Top"
YTO15CR2EEZG11,6EECQ3N4O32V1PWA94O3KF1EM8XYSA6EFCWS5ZYPCBZPX6PF25X3XPX67ZF3U3ACU9QBMTNZ0ZXEMYO8XX5VFNMG42CRKTDP8W,"Add-On Business","AE (Mktg Infl)",12,"(02) $25K - $50K","AE Generated - Create Account","N",,,,"Work.com","Work.com","Financial Services","201-500","APAC","Unlimited Customer","Medium"
3PZTSYDK0S9,D2P8G1E4C7TS0B1QYH6GG37HPAODM9SVIL9I4ZAKB0WVKAOK6KBJQX8M6C5HQQL0CMJ9,"New Business","AE",,"(01) <=$25K","Direct Mail","N",,,,"Work.com",,"Retail & CG","201-500","APAC","Enterprise Customer","Medium"
KL,KIMSJ8EG45WA7ESN7LL46AW6ZLRRV1LRCXKN6FCVZ22RJRK01E06O97CF,"Courtesy","AE",,"(01) <=$25K","AE Generated - Create Account","Y","No Partner","AMER",,"Work.com",,"Healthcare & Life Sciences","201-500","AMER",,"Large"
AWECOJS0,0TQLY7SRCYQOZ1YWNCA3PQRIWOME6XI83O07JYLKF0R3YXW7EEAJC64QIMI3OISYYQPBCSCS38K3DBQONFMS6G4QTOWMA624,"Add-On Business","AE",,"(03) $50K - $100K",,"N","No Partner","AMER","Consulting Partner","Work.com",,"Communications & Media","1001-1500","AMER","Enterprise Customer","Large"
XU0VWE1O8FQZI,KP8YVCR5WVXHOTH6SX6181HPVDOX3MJ8W1NHL6AKU5S7ZVF5KWZWKBC8V9DFYS7VL66FGWVTMZXTCC1308E0D4CGBN,"Add-On Business","AE",1,"(11) >$10M+","AE Generated - Create Account","N",,,,"Work.com","Work.com","Healthcare & Life Sciences","1501-2500","EMEA",,"N/A"
8,MTPDG3J7CS7X5AOZC1BWQYQ1YAYJ1TU6MOE75X169H9AHLPKDLPFGD62XD5G9WSM9E10342RGA4CJBIRWKY,"New Business","BDR",555,"(07) $500K - $1M",,"N",,,,"Work.com",,"High Tech","10001+ ","AMER",,
DDADQQR,YJ27HHSL84GEDEIRK7VZQXVJZMX0VDJGQ4U9NRP2VHJF6K1IL5DSQO07L6XE75DMR5KSMD907BNKAX8ERFQXUWZHL6GI1UYK24D3H7TNA,"Add-On Business","AE",159,"(04) $100K - $150K","CFL","N",,,,"Work.com","Work.com","High Tech","5001-10000","AMER",,"Small"
IYEMKHM,WFV941AL72BT04OEEIQYYOBG5S8DIWDEWIQ499UC5CX3AW0ZN18QXRB39,"New Business","AE",,"(06) $250K - $500K","Salesforce AE","N",,,,"Work.com",,"High Tech","5001-10000","AMER",,"N/A"
GW2ARWRL,HDZV3PHUT75LTKIPC7OE5BQ4JEL07DHKIN9ZM282X87LAXJMLGZ582DWG1ZG803XACFL4TWKVAH6CHXWQA9QFJSAJRZHNDZ9XO9HN9,"Add-On Business","AE",36,"(03) $50K - $100K","Partner Referral","N","Sourced Lead","EMEA","Consulting Partner","Work.com","Work.com","Public Sector","5001-10000","EMEA","Unlimited Customer","Large"
YRAX89,6J9X20QO5AQIO9MSMN1Z74JP580HJCRCHTB3986UBKAYUF7GPYLYMLZBZI0KCP6ZB,"New Business","AE",37,"(04) $100K - $150K","AE Generated - Create Account","N",,,,"Work.com",,"Public Sector","10001+ ","AMER",,"Large"
55BA,QUB5NR3QY8VPD85QLO01BUXH9BMLXNYK7H7XJ1DCRSU1I5G9PEOE2MKY4FMI5Z0VGFAZSIRA7LF7LXX18LJOU,"Add-On Business","AE",0,"(11) >$10M+","EBR Generated","N",,,,"Work.com","Work.com","Healthcare & Life Sciences","2501-5000","AMER","Unlimited Customer","Large"
VDYSKHC07BSCEXJ,PJWMLYG8TPNEEY4G4PEGY0BRPS6QI4Y1J00L0XDN873LJ3V2549MYJNETNPW,"Add-On Business","AE",33,"(01) <=$25K","RM","N",,,,"Work.com",,"Healthcare & Life Sciences","10001+ ","AMER","Unlimited Customer","Top"
V5,5CQS9OII4MZKT9Y4SIETZN0LX8Y145EL8Z5R2FW5Y7C3EPS2ZDMVQLUTWEMBAIC2TG2A2LSK0IB6Y7JYDGG3J24MSJE1VWGQYOR5TIUBO4F1,"New Business","AE",,"(02) $25K - $50K",,"N",,,,"Work.com",,"Manufacturing","10001+ ","EMEA",,"N/A"
U64S34EHS8R,242ELDEYCA6UXGW7O59YRXCATPV2Y6ZI26WM2BAU4Q9VWZ85WI6Z64Z6D2YA4DFAFXG96MW12OZ,"New Business","ECS",384,"(04) $100K - $150K",,"Y",,,,"Work.com",,"Financial Services","5001-10000","AMER","Performance Edition","Mega"
VRP99RLEJHD6I,0T43D6Y4FOONY,"New Business","SDR",83,"(01) <=$25K","ISV - VAR","N","Sourced Lead","LACA","Consulting Partner;VAR","Platform (Force.com)","Work.com","Financial Services","501-1000","AMER",,"N/A"
2AXN7,J8ZNEXYC89Y232SHQQUIY6V6PCUXC2BE51WHCDN80RBPS9FA7BZOYO6IFS4SRIY4FTRNPNG4PTFF1PRT0UUARJFYCGQH6UKW9,"New Business","AE",1375,"(01) <=$25K","Partner Referral","N","Sourced Lead","APAC",,,"Work.com","Professional Services","21-45","APAC",,
CS8WC7TQ0,Z6XX25FOIRVLB287HGR8ZBSYPJ2CJBG559UXOHUGKH,"Add-On Business","AE",1808,"(03) $50K - $100K","CFL","N",,,,"Work.com","Work.com","Retail & CG","10001+ ","EMEA",,"Medium"
JPZSVE310X,VNH9C87Y1SRVB8RNZ,"New Business","ECS",125,"(04) $100K - $150K",,"N",,,,"Work.com",,"Financial Services","5001-10000","AMER","Performance Edition","Mega"
B1KWPM2O7B2ULR,JISRM4BVI3TVKGFLEI0TZFPX309QJU4,"Add-On Business","AE",,"(01) <=$25K",,"N",,,,"Work.com",,"Healthcare & Life Sciences","21-45","AMER","Enterprise Customer","Small"
I2VXR8,MARVWF70OBXOPDKQPL8OY2F8S8PM0S2E2AURH,"New Business","SDR",,"(01) <=$25K","Chat","N",,,,"Work.com",,"Manufacturing","1-20","EMEA",,
F70WPOY,LO1461PPTHTEPZ8N3YJUQPM2VLO09521CSOHVP1L366VFQONW406BPONFNQG9IYC4QKTMXIZ4P4NKOAM43FA8N91LWTV3D4NNW2MC0R1EIEA9,"Add-On Business","AE",90,"(02) $25K - $50K","Trade Show / Events","N",,,,"Work.com","Work.com","High Tech","1-20","AMER","Performance Edition","Small"
J0,6SOJA52313YWI49CU4J48H64BC9A3BU28HBHQX16O99T8BBJWFEI7WAT5JE4M86ZE2DJTPOZHD5GSG9NMWUKR9MD89U29JJAXO1,"New Business","AE",,"(03) $50K - $100K","AE Generated - Create Account","N",,,,"Work.com",,"Education","1501-2500","APAC","Enterprise Customer","Large"
A0W3,LUAQKCHHHY4W4XPHNQI4IOKRDXK3O3J74S421,"Add-On Business","BDR",,"(02) $25K - $50K",,"N","Joint Sales","APAC","Consulting Partner","Work.com",,"High Tech","201-500","APAC","Enterprise Customer","Large"
6502ZP,WNKXT6VCDEXD3E0Y73OQ3QB153FPV9BBOWW4YM7W02KK9ND7HOCG99F8ZGUPI7IQ3FNVJ3TA53C2UALUZ784K0CZJ02O2EA9ACF,"New Business","AE",,"(02) $25K - $50K","Cold Call","N",,,,"Work.com",,"Professional Services","46-200","AMER","Enterprise Customer","Small"
RB,UYQAN4BJ4L1MDMH197BO5RZAYHYUNSHHCCI0F9RT293LKAC17H9K12NVPUJEPOV78KBLQD2AR,"New Business","ECS",,"(03) $50K - $100K",,"N",,,,"Work.com",,"Manufacturing","10001+ ","AMER",,"Medium"
7PTBELE744,P3632PZ8MRY4N0OY83QMTS5GATKVQT5S8WY3RD41SX2UU4EUT2UECQP49TXZWYUPQX8EVBY068KJ0CPZYWWV8BBX59H95P7CD6,"Add-On Business","Alliances",7,"(01) <=$25K","Partner Referral","N","Sourced Lead","AMER","Consulting Partner",,"Work.com","High Tech","46-200","AMER","Enterprise Customer","Large"
H0T3KXF5,RCGVBJK99O6GKG6P3D2R984VFLZUQOL3KOYF8BZ4,"Add-On Business","AE",123,"(01) <=$25K","Salesforce AE","N",,,,"Work.com","Work.com","High Tech","201-500","AMER",,"Medium"
T9MDNW95L,5043YXHU7037HU6GOPCMWWABSEPIUK788XYG04ZAQ85N1FTHLJBXFLQLHBUJCG0AX5FMRM3TBHHTET8KLTAA0FFH9BIZ,"New Business","AE",238,"(02) $25K - $50K","CFL","N",,,,"Work.com",,"High Tech","10001+ ","EMEA","Performance Edition","Top"
2A9MF7IV,1XNLEWGMOICAU6UBZH8G8Q88QUU9ULI00YOTKHLA,"New Business","BDR",,"(06) $250K - $500K",,"N",,,,"Work.com",,"Professional Services","10001+ ","AMER",,
KXF,KHWYJA5GUFWE9LU,"Add-On Business","AE",1754,"(01) <=$25K","CFL","N",,,,"Work.com","Work.com","Retail & CG","1501-2500","APAC",,"Small"
AYY,3ZWQWVOFF0YNRZSGHVLVDO5W0OD1E8SM60,"New Business","AE",,"(08) $1M - $3M","AE Generated - Create Account","N","Joint Sales","AMER","Consulting Partner;GSI","Work.com",,"Communications & Media","10001+ ","AMER","Unlimited Customer","Medium"
D1GV7,BB3LHAQM5K6B2TXDEUOZHYAS7VSNZHYUEYCGVZEQU8,"Add-On Business","Cloud Sales",,"(03) $50K - $100K",,"N",,,,"Work.com",,"Professional Services","2501-5000","EMEA","Performance Edition","Top"
SCW5HXVIHJ,Z7P3BQPTT38QVTFI1RFFXXTTIDR02RJ2RU,"New Business","Cloud Sales",,"(03) $50K - $100K","AE Generated - Create Account","N","Joint Sales","AMER","Consulting Partner","Work.com",,"Financial Services","501-1000","EMEA","Unlimited Customer","Medium"
L,PI7PQKSH6C5LEOALRMYN0CED06RU9XMG8DVZRQUEPXVXTFGSJ0KA1BY5ODIPXLU0DES,"Add-On Business","AE",,"(11) >$10M+","AE Generated - Create Account","N",,,,"Work.com",,"Manufacturing","2501-5000","AMER","Unlimited Customer","Large"
XP,F3EAXSKXX4SKMV4AZA0O64H6JO5TIVQMZIUZ30RWLONZRAPV7STLJNR0TCI6KQHFADZF72SM8CSPZAI0PD08RRDD,"New Business","Marketing",260,"(01) <=$25K","Organic Search","N",,,,,"Work.com","Manufacturing","1-20","EMEA",,
R8YHRXKJHOP,G5AH08Q64PWGM9AHZPO41B62KHFU7DJH0KRF8BBK9WTU6MAWTED7L1N2JB2GX8MA2S4OJRIO7J8TTT63ZAW0VALKPQ1N8KX6,"Add-On Business","AE",177,"(01) <=$25K","CFL","N",,,,"Work.com","Work.com","Financial Services","10001+ ","AMER","Unlimited Customer","Very Small"
RP5,LEDPUW0P5UHGZRZJIN2HMYY3USZ7D7M4L2NHA9LYSW2CX5USYN16GE85K2M1VSYO226BH4BADW3WZUBJ5PZF3AFD,"New Business","AE (Mktg Infl)",41,"(01) <=$25K","Salesforce AE","N",,,,"Work.com","Work.com","Healthcare & Life Sciences","1001-1500","EMEA",,"Medium"
DVWXE9KZ9LL84GY,LRLMRFGN4FUXFOCNFGNBIS3N7MS9J6T1X75QBBCEQ6OD9V6UKYVUXJEQQKC9WB77IP7FUFE2B1XM7QOB56IVU,"New Business","AE",,"(04) $100K - $150K","AE Generated - Create Account","N",,,,"Work.com",,"Retail & CG","1001-1500","AMER","Enterprise Customer","Very Small"
C792T8CKEZ,8TLHZIJ4TUT9J5DF2DM3UCFE1LSOS595FJP21J2A,"Courtesy","AE",,"(01) <=$25K","AE Generated - Create Account","N",,,,"Work.com",,"High Tech","5001-10000","APAC","Developer Customer","N/A"
9IX,FSIBY2DOE6,"New Business","Alliances",121,"(03) $50K - $100K","Partner Referral","N","Sourced Lead","APAC","Consulting Partner","Platform (Force.com)","Work.com","Retail & CG","10001+ ","APAC",,"Small"
GJSZ616UCL6YV1,9WKAAA180G4JGT7K3WU2XXO77KSFSOAXJYCEOHMWRWZFHS68Y1BWTNU5BCBLEINPKK54B3OZFSZMT6M1N9849KA4XWBEK2RSQ7,"Add-On Business","AE",14,"(01) <=$25K","EBR Generated","N",,,,"Work.com","Work.com","High Tech","5001-10000","AMER","Unlimited Customer","Mega"
TMIBW4MB9C,VRRULSHT2MTRI18LPFFHPA9TTA3K2XYWOU3J36OYGIKF0H02BQTKK4ULHA3CXT8G8SL42FZFJ1S27NBVJO58VW0UWMWI06N4,"New Business","AE",,"(07) $500K - $1M","AE Generated - Create Account","N",,,,"Work.com",,"High Tech","5001-10000","APAC","Developer Customer","N/A"
KUPWCCF7C8Q2R9,2716EZU9FTXE889GJC5TIVXHMDPK855OCJG8FIOQ4WQ7AT5UZPJ33BKXMTM7Y3LWRSG6C1L1ZAXJGGJDJBWFI6M2WRIBIAV,"Add-On Business","AE",430,"(06) $250K - $500K","Salesforce AE","N",,,,"Work.com",,"Public Sector","10001+ ","AMER","Group Customer","Flagship"
RCT8E,MEIMRFLEW1AB01ZYMDSIRKZVUTET0IN09IWXHNRCU2O0NPA5IMEOZE9VIJRHEGJ9NVY88OMK62YHC0XRVENWOX2PF1LZZF2,"New Business","AE",631,"(03) $50K - $100K","Salesforce AE","N",,,,"Work.com",,"Financial Services","10001+ ","AMER","Unlimited Customer","Flagship"
